source,resp_id,elect_part,country_wk,region_wk,inst_name,inst_role,inst_role_other,med_age_diag_center,med_age_diag_center_src,med_age_diag_reg,med_age_diag_reg_src,inst_hba1c_avg,inst_hba1c_max,inst_hba1c_src,reg_hba1c_avg,reg_hba1c_max,reg_hba1c_src,inst_dka_diag_rate,inst_dka_diag_src,reg_dka_diag_rate,reg_dka_diag_src,od_2010_rate,od_2010_src,od_2000_2010_rate,od_2000_2010_src,od_pre_2000_rate,od_pre_2000_src,inst_treat_2xhi,reg_treat_2xhi,inst_treat_2_shortlong,reg_treat_2_shortlong,inst_treat_3plus_shortlong,reg_treat_3plus_shortlong,inst_treat_3_analog,reg_treat_3_analog,inst_treat_pump,reg_treat_pump,inst_treat_pump_suspend,reg_treat_pump_suspend,inst_treat_pump_cloop,reg_treat_pump_cloop,treat_other,inst_measure_clinic,reg_measure_clinic,inst_measure_fewdays,reg_measure_fewdays,inst_measure_1_2_strips_day,reg_measure_1_2_strips_day,inst_measure_3_4_strips_day,reg_measure_3_4_strips_day,inst_measure_5_more_strips_day,reg_measure_5_more_strips_day,inst_measure_flash_glucose,reg_measure_flash_glucose,inst_measure_continuous,reg_measure_continuous,inst_measure_continuous_cloop,reg_measure_continuous_cloop,measure_other,inst_educ_doctor,reg_educ_doctor,inst_educ_nurse,reg_educ_nurse,inst_educ_other_in_person,reg_educ_other_in_person,inst_educ_camp_wshops,reg_educ_camp_wshops,inst_educ_peer_mentor,reg_educ_peer_mentor,inst_educ_printed_materials_local,reg_educ_printed_materials_local,inst_educ_printed_materials_foreign,reg_educ_printed_materials_foreign,inst_educ_online_local,reg_educ_online_local,inst_educ_online_foreign,reg_educ_online_foreign,educ_other,cost_currency,cost_insulin,cost_consumables,cost_devices,cost_med_appts,cost_insurance,cost_other,cost_not_afford_pc,followup_share,followup_results,followup_review,followup_review_country,followup_ispad,followup_plan,followup_other,inst_support_nurse_educ,reg_support_nurse_educ,inst_support_psych,reg_support_psych,inst_support_social_worker,reg_support_social_worker,inst_support_dietician,reg_support_dietician,inst_support_comm_health_wkr,reg_support_comm_health_wkr,support_other,inst_prof_test_hba1c,reg_prof_test_hba1c,inst_prof_test_weight,reg_prof_test_weight,inst_prof_test_height,reg_prof_test_height,inst_prof_test_bp,reg_prof_test_bp,inst_prof_test_retina,reg_prof_test_retina,inst_prof_test_ualb,reg_prof_test_ualb,inst_prof_test_lipids,reg_prof_test_lipids,world_bank_name,united_nations_name,iso3c,world_bank_classification,jdrf_region_name,jdrf_broad_region_name,loc_id,income_group
online,11923816352,Yes! I'd like to complete the survey now (est. 10 minutes),Australia,Melbourne,Royal Childrens Hospital,Other (please specify),Trainee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,Australia,AUS,HIC,Australasia,Asia-Pacific,36,High income
online,11923801757,Yes! I'd like to complete the survey now (est. 10 minutes),Brazil,São Paulo. Santa Casa school of medicine Hospital and private office,Santa Casa de São Paulo Hospital,Paediatric endocrinologist,NA,NA,NA,10,Clinical impression,10.0-10.9% (85.8-96.6 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Clinical records,10.0-10.9% (85.8-96.6 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Published study,70-80%,Personal estimate,70-80%,Clinical impression,10-20%,Personal estimate,20-30%,Personal estimate,40-50%,Personal estimate,0%,NA,0%,NA,50%,NA,40%,NA,10%,NA,NA,NA,NA,NA,less than 2% of patientes my institution receive insulin pump with predictive low-glucose suspend,0%,NA,0%,NA,10%,NA,60%,NA,30%,NA,NA,NA,NA,NA,NA,NA,less than 2% of our patitients can afford for flash glucose,At your institution,In your region,At your institution,NA,At your institution,NA,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,NA,NA,NA,NA,NA,NA,NA,insulin and consumables are afforded by the government policies,90,Sharing the survey with others in my network,Seeing survey results,NA,NA,Becoming an ISPAD member,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,Brazil,BRA,UMIC,South America,Americas,76,Middle income
online,11923714563,Yes! I'd like to complete the survey now (est. 10 minutes),Canada,"Toronto, Ontario   Pediatrics","Sickkids, U of Toronto",Paediatric endocrinologist,NA,NA,NA,8,Clinical records,8.0-8.9% (63.9-74.8 mmol/mol),NA,NA,8.0-8.9% (63.9-74.8 mmol/mol),NA,NA,20-30%,Clinical records,10-20%,Clinical records,0%,Informed estimate,0%,Informed estimate,0%,Informed estimate,NA,NA,20%,30%,0%,0%,30%,30%,50%,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20%,30%,NA,NA,50%,50%,30%,20%,NA,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,NA,Canadian $$,1500-2500,5000,5000,Universal healthcare,0,Variable,10,NA,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,NA,NA,At your institution,In your region,NA,NA,At your institution,In your region,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Annually,Every visit,Annually,Annually,Less often,Less often,Canada,Canada,CAN,HIC,North America,Americas,124,High income
online,11923681354,Yes! I'd like to complete the survey now (est. 10 minutes),Australia,VIC,RCH Melbourne,Paediatric endocrinologist,NA,NA,NA,NA,NA,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Registry data,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Registry data,20-30%,Informed estimate,NA,NA,0-10%,Personal estimate,0-10%,NA,0-10%,NA,10%,NA,10%,NA,NA,NA,50%,NA,10%,NA,10%,NA,10%,NA,~30% total on pumps - prob <10% on HCL but more than 0%; our institution has changed most children from bd also but prob 5-10% using pre-mix (often adolescents who miss MDI) and some still free-mixing but MDI figure is probably 50-60%,0%,NA,10%,NA,20%,NA,60%,NA,20%,NA,10%,NA,20%,NA,10%,NA,% who only measure at clinic would be <5% but probably not 0%.  Equally every few days probably <10% and 1-2 / day may be 10-15%; 5+ likely 15-20%.  Majority using CGM also do calibrations; not so for Flash users (g6 not yet in our clinic).  HCL isn't 10% but not 0% - probably still <5% of total clinic,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,At your institution,In your region,NA,In your region,At your institution,In your region,At your institution,In your region,NA,NA,In clinic psychology supports are few in Australia.  All health professional quotas are well below ISPAD ideal /100 patients,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,NA,Every two years,NA,Every two years,NA,Every two years,NA,Australia,Australia,AUS,HIC,Australasia,Asia-Pacific,36,High income
online,11923519057,Yes! I'd like to complete the survey now (est. 10 minutes),Australia,Western Australia,Perth children’s hospital,Other (please specify),Pediatric endocrine fellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,Australia,AUS,HIC,Australasia,Asia-Pacific,36,High income
online,11923377147,Yes! I'd like to complete the survey now (est. 10 minutes),Australia,NSW,John Hunter Childrens Hospital,Dietitian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,Australia,AUS,HIC,Australasia,Asia-Pacific,36,High income
online,11923283404,Yes! I'd like to complete the survey now (est. 10 minutes),Sweden,Skåne,Skåne Universitetssjukhus,Paediatric endocrinologist,NA,NA,NA,8,NA,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),NA,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),NA,0-10%,Personal estimate,10-20%,Registry data,0%,Registry data,0%,Registry data,0%,Registry data,NA,NA,NA,NA,NA,NA,50%,40%,NA,NA,50%,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20%,20%,80%,80%,NA,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,In your region,NA,NA,At your institution,In your region,At your institution,In your region,NA,NA,NA,NA,NA,Sek,40,NA,40.009,40,NA,NA,0,NA,Seeing survey results,NA,NA,NA,Helping develop action plans for medical professionals,NA,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Every two years,Every two years,Annually,Annually,Less often,Less often,Sweden,Sweden,SWE,HIC,Nordic Countries,Europe,752,High income
online,11923144577,Yes! I'd like to complete the survey now (est. 10 minutes),Turkey,"West Black Sea, Duzce, Duzce University Pediatric Endocrinology","Duzce University Health Practice and Research Hospital, Pediatric Endocrinology",Paediatric endocrinologist,NA,NA,NA,NA,NA,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Informed estimate,NA,NA,NA,0-10%,Informed estimate,NA,NA,0%,Informed estimate,0-10%,Informed estimate,0-10%,Informed estimate,0%,10%,0%,10%,0%,10%,60%,90%,40%,10%,10%,0%,0%,0%,A ratio less than 5 % was indicated as 0%,0%,0%,10%,10%,20%,30%,20%,60%,40%,0%,10%,0%,0%,0%,0%,0%,"Our institution represents all pediatric cases the remaining cases are all adults, 0% means <5%",At your institution,In your region,At your institution,In your region,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,"Social media groups, zoom, etc.",Turkish liras,0,800,2200,0,0,1000,30,NA,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,NA,NA,At your institution,In your region,NA,NA,At your institution,NA,At your institution,NA,NA,NA,Pump&technology assistant,Every visit,Every visit,Every visit,NA,Every visit,NA,Annually,NA,Annually,NA,Annually,NA,Annually,NA,Turkey,Turkey,TUR,UMIC,Middle East,Middle East and Africa,792,Middle income
online,11923049075,Yes! I'd like to complete the survey now (est. 10 minutes),Canada,Ontario,Hospital for Sick Children,Paediatric endocrinologist,NA,NA,NA,10,Personal estimate,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Informed estimate,Unknown,NA,NA,20-30%,Informed estimate,NA,NA,0%,Personal estimate,0%,Personal estimate,0%,Personal estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Canada,CAN,HIC,North America,Americas,124,High income
online,11923022241,Yes! I'd like to complete the survey now (est. 10 minutes),United States of America (USA),Florida,University of Miami Diabetes Research Institute,Endocrinologist,NA,NA,NA,12,Informed estimate,7.0-7.9% (53.0-63.8 mmol/mol),8.0-8.9% (63.9-74.8 mmol/mol),Personal estimate,8.0-8.9% (63.9-74.8 mmol/mol),9.0-9.9% (74.9-85.7 mmol/mol),Personal estimate,0-10%,Personal estimate,10-20%,Personal estimate,NA,NA,NA,NA,NA,NA,0%,0%,NA,NA,NA,NA,40%,NA,10%,NA,10%,NA,40%,NA,NA,NA,NA,NA,NA,NA,NA,20%,NA,10%,NA,NA,NA,40%,NA,30%,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Helping develop action plans for medical professionals,NA,At your institution,NA,NA,NA,NA,NA,At your institution,NA,NA,NA,NA,Every visit,NA,Every visit,NA,Annually,NA,Every visit,NA,Annually,NA,Annually,NA,Annually,NA,United States,United States of America,USA,HIC,North America,Americas,840,High income
online,11923009247,Yes! I'd like to complete the survey now (est. 10 minutes),Serbia,"Belgrade, endocrinology",University Children's Hospital,Paediatric endocrinologist,NA,NA,NA,10,Personal estimate,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Clinical records,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Personal estimate,20-30%,Clinical records,30-40%,Clinical records,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20%,NA,60%,NA,20%,NA,0%,NA,0%,NA,NA,0%,NA,0%,NA,20%,NA,60%,NA,10%,NA,10%,NA,NA,NA,NA,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,NA,RSD,NA,NA,NA,NA,all is covered,NA,1,NA,Seeing survey results,NA,NA,NA,Helping develop action plans for medical professionals,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Annually,NA,Annually,NA,Serbia,Serbia,SRB,UMIC,Western Europe,Europe,688,Middle income
online,11923008619,Yes! I'd like to complete the survey now (est. 10 minutes),Bulgaria,Varna,"UMHAT ""Sveta Marina""",Paediatric endocrinologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bulgaria,Bulgaria,BGR,UMIC,Eastern Europe,Europe,100,Middle income
online,11922784850,Yes! I'd like to complete the survey now (est. 10 minutes),United States of America (USA),Virginia,Baylor College of Medicine,Psychologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,United States of America,USA,HIC,North America,Americas,840,High income
online,11922622010,Yes! I'd like to complete the survey now (est. 10 minutes),Greece,"Central Macedonia, Thessaloniki, 2nd Paediatric Department",AHEPA University General Hospital of Thessaloniki,Paediatric endocrinologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Greece,Greece,GRC,HIC,Western Europe,Europe,300,High income
online,11922437882,Yes! I'd like to complete the survey now (est. 10 minutes),Morocco,Rabat,Children’s hospital,Paediatric endocrinologist,NA,NA,NA,8,Personal estimate,8.0-8.9% (63.9-74.8 mmol/mol),NA,NA,9.0-9.9% (74.9-85.7 mmol/mol),NA,NA,30-40%,Personal estimate,50-60%,Personal estimate,0-10%,Personal estimate,0-10%,Personal estimate,10-20%,Personal estimate,0%,10%,20%,40%,10%,10%,70%,50%,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,20%,NA,40%,80%,40%,20%,NA,20%,NA,NA,NA,NA,NA,NA,At your institution,NA,At your institution,NA,NA,In your region,At your institution,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,NA,1700 Dh,NA,NA,NA,NA,NA,NA,25,Sharing the survey with others in my network,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,Already ISPAD member,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Annually,NA,Annually,NA,Morocco,Morocco,MAR,LMIC,North Africa,Middle East and Africa,504,Lower income
online,11922434016,Yes! I'd like to complete the survey now (est. 10 minutes),India,RAJASTHAN,RAMCHANDANI DIABETES CARE AND RESEARCH CENTRE,Primary care physician,NA,NA,NA,12,Registry data,9.0-9.9% (74.9-85.7 mmol/mol),10.0-10.9% (85.8-96.6 mmol/mol),Registry data,Unknown,Unknown,Other,30-40%,Registry data,30-40%,Personal estimate,10-20%,Personal estimate,20-30%,Other,20-30%,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,India,India,IND,LMIC,South Asia,Asia-Pacific,356,Lower income
online,11922412703,Yes! I'd like to complete the survey now (est. 10 minutes),United States of America (USA),California,Stanford Childrens Health,Paediatric endocrinologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,United States of America,USA,HIC,North America,Americas,840,High income
online,11922351133,Yes! I'd like to complete the survey now (est. 10 minutes),Portugal,Coimbra,Pediatric Hospital,Paediatric endocrinologist,NA,NA,NA,8,Registry data,7.0-7.9% (53.0-63.8 mmol/mol),NA,NA,7.0-7.9% (53.0-63.8 mmol/mol),NA,NA,20-30%,Registry data,NA,NA,0%,Registry data,0%,Registry data,0%,Registry data,0%,0%,0%,0%,0%,0%,30%,40%,60%,60%,10%,0%,0%,0%,NA,NA,NA,NA,NA,NA,NA,10%,NA,90%,NA,70%,NA,10%,NA,10%,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Sharing the survey with others in my network,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every two years,NA,Annually,NA,Annually,NA,Portugal,Portugal,PRT,HIC,Western Europe,Europe,620,High income
online,11922323013,Yes! I'd like to complete the survey now (est. 10 minutes),South Africa,Gauteng,State Hospital,Paediatrician,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,South Africa,ZAF,UMIC,Sub-Saharan Africa,Middle East and Africa,710,Middle income
online,11922316800,Yes! I'd like to complete the survey now (est. 10 minutes),Italy,Emilia Romagna,S.Orsola-Malpighi hospital,Paediatric endocrinologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italy,Italy,ITA,HIC,Western Europe,Europe,380,High income
online,11922238366,Yes! I'd like to complete the survey now (est. 10 minutes),Egypt,Alexandria,"Pediatric Endocrinology and Diabetology unit, Alexandria University Children's Hospital",Paediatric endocrinologist,NA,NA,NA,7,Personal estimate,NA,NA,NA,NA,NA,NA,70-80%,NA,50-60%,NA,0-10%,Personal estimate,NA,NA,NA,NA,0%,NA,10%,NA,80%,NA,90%,NA,10%,NA,10%,NA,0%,NA,NA,0%,NA,10%,NA,20%,NA,60%,NA,70%,NA,20%,NA,10%,NA,0%,NA,NA,At your institution,In your region,At your institution,NA,NA,NA,NA,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Sharing the survey with others in my network,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),Becoming an ISPAD member,Helping develop action plans for medical professionals,NA,At your institution,NA,NA,NA,NA,NA,At your institution,NA,NA,NA,NA,Every visit,NA,Every visit,NA,Annually,NA,Annually,NA,Annually,NA,Annually,NA,Annually,NA,Egypt,Egypt,EGY,LMIC,North Africa,Middle East and Africa,818,Lower income
online,11922190111,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),Forth valley Scotland,Forth valley royal hospital,Paediatric endocrinologist,NA,NA,NA,9,Informed estimate,7.0-7.9% (53.0-63.8 mmol/mol),NA,NA,7.0-7.9% (53.0-63.8 mmol/mol),NA,NA,20-30%,Clinical impression,30-40%,Clinical impression,0%,Clinical impression,0%,Clinical impression,0%,Clinical impression,0%,10%,0%,0%,20%,30%,80%,80%,50%,50%,10%,20%,0%,10%,NA,0%,0%,0%,0%,20%,20%,70%,70%,40%,40%,30%,40%,10%,10%,0%,10%,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,In your region,NA,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,Sterling,0,0,0,0,0,£50,0,NA,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,NA,At your institution,In your region,At your institution,In your region,NA,In your region,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
